Date,Customer Name,Delarship,Year,Make,Model,KM,COLOR,Service Ready Time,Delivery Date,Day,Sales Rep,Type oF Payment,Licensing Instructions,,,,
"Saturday, February 24, 2024",julio,Vancouver,2007,Honda,CR-V,50002,WHITE,8:00:00,11:00:00,"Tuesday, February 20, 2024",Sebastian King,F,NEW PLATES,,,,
"Saturday, February 24, 2024",SIMON,Vancouver,2021,BMW,X5,66775,GRAY,11:00:00,0:00:00,"Tuesday, February 20, 2024",James Thompson,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Jay,Vancouver,2021,Toyota,Accent,74372,BLUE,9:00:00,12:00:00,"Tuesday, February 20, 2024",Harper Wright,C,NEW PLATES,,,,
"Saturday, February 24, 2024",CAVAL,Vancouver,2006,Toyota,Pathfinder,76857,BLUE,11:00:00,13:00:00,"Tuesday, February 20, 2024",James Thompson,F,NEW PLATES,,,,
"Saturday, February 24, 2024",DARSH,Vancouver,2011,Nissan,Sentra,50855,BLACK,12:00:00,15:00:00,"Tuesday, February 20, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",RAJAT,Vancouver,2003,BMW,Tahoe,71603,WHITE,11:00:00,14:00:00,"Tuesday, February 20, 2024",Lily Baker,F,NEW PLATES,,,,
"Saturday, February 24, 2024",james,Vancouver,2002,Chevrolet,4 Series,111473,SILVER,11:00:00,14:00:00,"Tuesday, February 20, 2024",Charlotte Adams,C,TRANSFER PLATES,,,,
"Saturday, February 24, 2024",ANJALI / NIKHIL,Vancouver,2023,Volkswagen,Golf,71320,WHITE,12:00:00,15:00:00,"Tuesday, February 20, 2024",Lucas Clark,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Issac,Vancouver,2008,BMW,X3,71231,BLUE,14:00:00,17:00:00,"Tuesday, February 20, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",RAHUL,Vancouver,2014,Volkswagen,Jetta,60169,SILVER,14:00:00,17:00:00,"Tuesday, February 20, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Chuck,Vancouver,2004,Ford,F-150,51035,BLACK,8:00:00,11:00:00,"Tuesday, February 20, 2024",Jack Scott,F,NEW PLATES,,,,
"Saturday, February 24, 2024",MOE,Vancouver,2013,Hyundai,X5,73132,GRAY,15:00:00,18:00:00,"Tuesday, February 20, 2024",Lucas Clark,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Brian,Vancouver,2000,Nissan,3 Series,61258,WHITE,15:00:00,18:00:00,"Tuesday, February 20, 2024",Jack Scott,F,NEW PLATES,,,,
"Saturday, February 24, 2024",HASHVINDER,Alberta,2007,Mercedes,Forester,46784,BLUE,10:00:00,13:00:00,"Tuesday, February 20, 2024",Harper Wright,C,NEW PLATES,,,,
"Saturday, February 24, 2024",Vinicios,Alberta,2003,Subaru,Crosstrek,115716,WHITE,15:00:00,18:00:00,"Tuesday, February 20, 2024",Lucas Clark,F,NEW PLATES,,,,
"Saturday, February 24, 2024",KIMRON,Alberta,2012,Honda,Civic,63473,SILVER,11:00:00,14:00:00,"Tuesday, February 20, 2024",Lily Baker,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Omar,Alberta,2022,Volkswagen,F-150,88754,WHITE,15:00:00,18:00:00,"Tuesday, February 20, 2024",Lucas Clark,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Zain,Vancouver,2012,Subaru,Highlander,87450,BLACK,8:00:00,11:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",vilaty,Vancouver,2002,Mercedes,C-Class,65504,BLACK,9:00:00,12:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,TRANSFER PLATES,,,,
"Saturday, February 24, 2024",Lisa,Vancouver,2004,BMW,4 Series,60690,BLUE,10:00:00,13:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",DANNY,Vancouver,2008,Honda,Explorer,57991,SILVER,10:00:00,13:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Kelvin,Vancouver,2021,Hyundai,Santa Fe,68561,BLACK,11:00:00,14:00:00,"Wednesday, February 21, 2024",Sebastian King,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Natalie,Vancouver,2020,Toyota,Santa Fe,80568,BLACK,11:00:00,14:00:00,"Wednesday, February 21, 2024",Harper Wright,F,NEW PLATES,,,,
"Saturday, February 24, 2024",JASPREET SINGH ,Vancouver,2006,Hyundai,Altima,67501,BLACK,12:00:00,15:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Brian,Vancouver,2012,Toyota,Pathfinder,36455,BLUE,11:00:00,13:00:00,"Wednesday, February 21, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, February 24, 2024",MAGDELENA,Vancouver,2023,Toyota,Accent,71570,BLACK,11:00:00,14:00:00,"Wednesday, February 21, 2024",Lily Baker,F,TRANSFER PLATES,,,,
"Saturday, February 24, 2024",MICHAEL/SANDY,Vancouver,2016,Honda,Fit,25100,WHITE,12:00:00,15:00:00,"Wednesday, February 21, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, February 24, 2024",Harmonie,Vancouver,2016,Subaru,S-Class,76387,WHITE,12:00:00,15:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",LINTON,Alberta,2011,Subaru,Outback,75955,WHITE,12:00:00,15:00:00,"Wednesday, February 21, 2024",Jack Scott,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Nicole,Alberta,2009,BMW,Camry,62415,WHITE,12:00:00,15:00:00,"Wednesday, February 21, 2024",Liam Johnson,F,TRANSFER PLATES,,,,
"Saturday, February 24, 2024",SAM ,Alberta,2007,Hyundai,Elantra,60470,WHITE,12:00:00,15:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Atif,Vancouver,2021,Chevrolet,4 Series,28474,BLACK,13:00:00,16:00:00,"Wednesday, February 21, 2024",Harper Wright,F,TRANSFER PLATES,,,,
"Saturday, February 24, 2024",Sherry,Alberta,2021,Mercedes,S-Class,58828,SILVER,14:00:00,17:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",LINDA H,Alberta,2007,Chevrolet,S-Class,72879,WHITE,14:00:00,17:00:00,"Wednesday, February 21, 2024",Harper Wright,F,NEW PLATES,,,,
"Saturday, February 24, 2024",MARK,Alberta,2001,Nissan,Sentra,82997,WHITE,15:00:00,18:00:00,"Wednesday, February 21, 2024",James Thompson,F,NEW PLATES,,,,
"Saturday, February 24, 2024",PATRICK,Alberta,2006,Nissan,Pathfinder,65942,GRAY,15:00:00,18:00:00,"Wednesday, February 21, 2024",James Thompson,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Clare,Vancouver,2007,Hyundai,Sonata,80195,BLACK,11:00:00,18:00:00,"Wednesday, February 21, 2024",Liam Johnson,F,NEW PLATES,,,,
"Saturday, February 24, 2024",SIMON,Vancouver,2000,Mercedes,Crosstrek,63033,BLACK,15:00:00,18:00:00,"Wednesday, February 21, 2024",Sebastian King,F,NEW PLATES,,,,
"Saturday, February 24, 2024",MICHAEL,Vancouver,2021,BMW,3 Series,89330,RED,16:30:00,18:00:00,"Wednesday, February 21, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",ANDRE,Toronto,2000,BMW,5 Series,70990,BLACK,8:00:00,11:00:00,"Thursday, February 22, 2024",Harper Wright,C,NEW PLATES,,,,
"Saturday, February 24, 2024",SAMANTHA,Toronto,2014,Nissan,Altima,69903,WHITE,10:00:00,13:00:00,"Thursday, February 22, 2024",Harper Wright,F,NEW PLATES,,,,
"Saturday, February 24, 2024",JOSHUA ,Toronto,2002,Subaru,4 Series,57047,BLACK,11:00:00,14:00:00,"Thursday, February 22, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",GAURAV MALIK,Toronto,2017,Toyota,Highlander,77269,GRAY,10:00:00,13:00:00,"Thursday, February 22, 2024",Henry Walker,F,NEW PLATES,,,,
"Saturday, February 24, 2024",DEVENTE,Toronto,2017,Nissan,Pathfinder,79012,GRAY,14:00:00,17:00:00,"Thursday, February 22, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, February 24, 2024",ILYA,Toronto,2013,BMW,4 Series,93781,GRAY,12:00:00,15:00:00,"Thursday, February 22, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, February 24, 2024",JENNIFER,Toronto,2005,BMW,C-Class,45417,BLACK,14:00:00,17:00:00,"Thursday, February 22, 2024",Lucas Clark,F,NEW PLATES,,,,
"Saturday, February 24, 2024",ROGERS,Vancouver,2001,Chevrolet,3 Series,38518,BLACK,9:00:00,12:00:00,"Thursday, February 22, 2024",Henry Walker,C,NEW PLATES,,,,
"Saturday, February 24, 2024",Daniella Botelho,Vancouver,2013,Subaru,WRX,13244,BLACK ,9:00:00,12:00:00,"Thursday, February 22, 2024",Henry Walker,F,NEW PLATES,,,,
"Saturday, February 24, 2024",robert,Vancouver,2015,Ford,Tiguan,94408,WHITE,11:00:00,14:00:00,"Thursday, February 22, 2024",Harper Wright,C,NEW PLATES,,,,
"Saturday, February 24, 2024",Chuck,Vancouver,2009,Subaru,Impreza,16792,WHITE,11:00:00,14:00:00,"Thursday, February 22, 2024",Henry Walker,F,NEW PLATES,,,,
"Saturday, February 24, 2024",SAM,Vancouver,2015,Hyundai,Camry,54358,GRAY,12:00:00,15:00:00,"Thursday, February 22, 2024",Sebastian King,F,NEW PLATES,,,,
"Saturday, February 24, 2024",Jennika,Vancouver,2003,Toyota,RAV4,64381,SILVER,14:00:00,17:00:00,"Thursday, February 22, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, February 24, 2024",GUYLAINE,Vancouver,2014,Volkswagen,Camry,78329,BLACK,15:00:00,18:00:00,"Thursday, February 22, 2024",Lucas Clark,F,NEW PLATES,,,,
"Saturday, February 24, 2024",!!! VICTORIA DAY!!! WE ARE CLOSED,Vancouver,2020,Toyota,Prius,30716,SILVER,15:00:00,18:00:00,"Thursday, February 22, 2024",Lucas Clark,F,NEW PLATES,,,,
"Saturday, February 24, 2024",SARGEN,Vancouver,2011,Nissan,Rogue,72456,SILVER,15:00:00,18:00:00,"Thursday, February 22, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Manpreet Kaur,Vancouver,2009,Hyundai,Tucson,78328,WHITE,8:00:00,11:00:00,"Tuesday, January 2, 2024",Henry Walker,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",BARRY,Vancouver,2021,BMW,3 Series,83500,WHITE,10:00:00,13:00:00,"Tuesday, January 2, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",JAYSH,Toronto,2003,Subaru,Jetta,63732,GRAY,15:00:00,18:00:00,"Wednesday, January 3, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",farid,Toronto,2015,Chevrolet,Tahoe,68999,BLACK,9:00:00,12:00:00,"Wednesday, January 3, 2024",James Thompson,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Altamash Shaikh,Vancouver,2009,Hyundai,Fit,236880,RED,11:00:00,14:00:00,"Wednesday, January 3, 2024",James Thompson,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Gurprret,Vancouver,2010,Volkswagen,Jetta,64676,BLUE,11:00:00,14:00:00,"Wednesday, January 3, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",NIRMAL,Alberta,2000,Subaru,Silverado,65838,BLACK,11:00:00,14:00:00,"Wednesday, January 3, 2024",James Thompson,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",MADONNA,Vancouver,2019,Nissan,C-Class,23502,WHITE,14:00:00,17:00:00,"Wednesday, January 3, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",bob,Vancouver,2020,Hyundai,X3,60000,GRAY,8:00:00,11:00:00,"Wednesday, January 3, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",ANDREW,Alberta,2011,Hyundai,Fit,54347,GRAY,16:00:00,19:00:00,"Wednesday, January 3, 2024",Sebastian King,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Akshat,Vancouver,2019,Subaru,Accord,81035,BLACK,9:00:00,12:00:00,"Thursday, January 4, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",JOE,Vancouver,2000,Mercedes,S-Class,39782,GRAY,9:00:00,12:00:00,"Thursday, January 4, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Vicotoria,Vancouver,2002,BMW,Prius,48046,WHITE,9:00:00,12:00:00,"Thursday, January 4, 2024",Henry Walker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Tony,Vancouver,2017,Mercedes,C-Class,39422,WHITE,10:00:00,13:00:00,"Thursday, January 4, 2024",Lily Baker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Andrew,Vancouver,2022,Nissan,Murano,62163,WHITE,10:00:00,13:00:00,"Thursday, January 4, 2024",Henry Walker,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",PAUL,Vancouver,2009,Mercedes,C-Class,59321,BLACK,11:00:00,14:00:00,"Thursday, January 4, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",karan,Vancouver,2000,Subaru,Outback,70122,BLUE,9:00:00,12:00:00,"Thursday, January 4, 2024",Lucas Clark,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",TALOR,Vancouver,2008,Ford,RAV4,51333,WHITE,12:00:00,17:00:00,"Thursday, January 4, 2024",Henry Walker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",HIRREN,Vancouver,2001,Honda,WRX,41832,BLACK,15:00:00,18:00:00,"Thursday, January 4, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",areans,Vancouver,2003,BMW,Accent,18185,GRAY,15:00:00,18:00:00,"Thursday, January 4, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Amin,Vancouver,2008,Honda,C-Class,236029,BLACK,8:00:00,11:00:00,"Thursday, January 4, 2024",Lily Baker,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",SIMRANDEEP,Toronto,2004,Nissan,Murano,66917,WHITE,11:00:00,14:00:00,"Friday, January 5, 2024",Sebastian King,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",WAYNE,Toronto,2016,Subaru,Impreza,57222,BLUE,10:00:00,13:00:00,"Friday, January 5, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Nicholas,Toronto,2000,Ford,Mustang,86878,RED,11:00:00,14:00:00,"Friday, January 5, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",David,Toronto,2016,BMW,X5,74686,SILVER,11:00:00,14:00:00,"Friday, January 5, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",OLAWUNMI,Toronto,2009,Ford,4 Series,72887,WHITE,12:00:00,15:00:00,"Friday, January 5, 2024",Sebastian King,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Peter,Vancouver,2007,Mercedes,GLE,48564,BLACK,9:00:00,12:00:00,"Friday, January 5, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",VALRIE,Vancouver,2021,Mercedes,S-Class,72452,BLACK,9:00:00,12:00:00,"Friday, January 5, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Neal,Vancouver,2007,Volkswagen,Explorer,51480,WHITE,10:00:00,13:00:00,"Friday, January 5, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Doug,Vancouver,2011,Hyundai,Malibu,56252,GRAY,11:00:00,14:00:00,"Friday, January 5, 2024",Liam Johnson,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Emanuel,Vancouver,2012,Chevrolet,Elantra,143428,WHITE,11:00:00,14:00:00,"Friday, January 5, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",mohamad,Vancouver,2004,BMW,X3,44302,GRAY,11:00:00,14:00:00,"Friday, January 5, 2024",Henry Walker,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Rajdeep,Vancouver,2014,Ford,4 Series,157404,BLACK,12:00:00,15:00:00,"Friday, January 5, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",RAFI,Vancouver,2001,Ford,Explorer,48421,SILVER,13:00:00,16:00:00,"Friday, January 5, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",KENNITH ,Vancouver,2016,Toyota,Highlander,57988,BLACK,14:00:00,17:00:00,"Friday, January 5, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",MAHMOD ,Vancouver,2005,Toyota,Prius,54564,BLACK,14:00:00,17:00:00,"Friday, January 5, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",arun,Vancouver,2018,Volkswagen,Jetta,77429,GRAY,14:00:00,17:00:00,"Friday, January 5, 2024",Henry Walker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",trish,Vancouver,2002,Volkswagen,Mustang,57549,RED,8:00:00,11:00:00,"Friday, January 5, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",RAMAL,Alberta,2016,Nissan,Highlander,94954,BLACK,12:00:00,15:00:00,"Friday, January 5, 2024",Sebastian King,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",RYAN,Toronto,2010,Chevrolet,Sentra,41895,BLUE,15:00:00,18:00:00,"Monday, January 8, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Praveen,Vancouver,2010,BMW,3 Series,66679,WHITE,8:00:00,11:00:00,"Monday, January 8, 2024",Henry Walker,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Victoria,Vancouver,2012,Mercedes,E-Class,63087,WHITE,8:00:00,11:00:00,"Monday, January 8, 2024",Lily Baker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Vlad,Vancouver,2016,Chevrolet,Silverado,49299,GRAY,11:00:00,14:00:00,"Monday, January 8, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",HUANA,Alberta,2011,Nissan,Outback,47017,WHITE,12:00:00,15:00:00,"Monday, January 8, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",NAVE,Vancouver,2018,Hyundai,Sonata,48026,BLACK,8:00:00,11:00:00,"Monday, January 8, 2024",James Thompson,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Andrew,Vancouver,2005,Ford,Tiguan,48347,WHITE,15:00:00,18:00:00,"Monday, January 8, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",karen,Alberta,2010,Nissan,Mustang,64322,BLACK,14:00:00,17:00:00,"Monday, January 8, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Katerine,Alberta,2006,Volkswagen,Jetta,55494,WHITE,15:00:00,18:00:00,"Monday, January 8, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Aman,Vancouver,2020,Ford,Explorer,73397,WHITE,10:00:00,13:00:00,"Monday, January 8, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Hassanain,Vancouver,2018,Volkswagen,WRX,49897,WHITE,15:00:00,18:00:00,"Monday, January 8, 2024",Sebastian King,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Micheal,Toronto,2019,Toyota,X3,76842,WHITE,8:00:00,11:00:00,"Tuesday, January 9, 2024",Lucas Clark,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",HARMAN,Vancouver,2022,Volkswagen,Jetta,50102,BLACK,11:00:00,14:00:00,"Tuesday, January 9, 2024",Lily Baker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",LATRELL,Alberta,2002,Hyundai,Tucson,22159,BLUE,14:00:00,17:00:00,"Tuesday, January 9, 2024",Sebastian King,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",SAMI,Vancouver,2009,Volkswagen,GLA,71784,GRAY,12:00:00,15:00:00,"Tuesday, January 9, 2024",Lily Baker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",RAYMOND,Vancouver,2004,Honda,Pilot,68722,WHITE,12:00:00,15:00:00,"Tuesday, January 9, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",alex,Toronto,2013,Hyundai,Impala,32483,WHITE,10:00:00,13:00:00,"Wednesday, January 10, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",AMON,Toronto,2015,Honda,Golf,47811,RED,15:00:00,18:00:00,"Wednesday, January 10, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Puneet,Vancouver,2004,Chevrolet,WRX,52230,BLUE,11:00:00,14:00:00,"Wednesday, January 10, 2024",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Bruno,Vancouver,2009,Nissan,Atlas,74706,BLACK,13:00:00,16:00:00,"Wednesday, January 10, 2024",Jack Scott,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",BELLA,Vancouver,2005,Mercedes,GLA,60429,BLACK,11:00:00,14:00:00,"Wednesday, January 10, 2024",Jack Scott,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Richard,Vancouver,2017,BMW,Rogue,73062,BLACK,15:00:00,18:00:00,"Wednesday, January 10, 2024",Sebastian King,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Rajendra,Vancouver,2004,Subaru,WRX,80429,BLACK,14:00:00,17:00:00,"Wednesday, January 10, 2024",Jack Scott,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Himij,Vancouver,2006,Chevrolet,Atlas,43302,WHITE,15:00:00,18:00:00,"Wednesday, January 10, 2024",Jack Scott,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Hammad,Toronto,2020,Chevrolet,Tahoe,81899,SILVER,12:00:00,15:00:00,"Thursday, January 11, 2024",James Thompson,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Mesfid,Vancouver,2009,Subaru,Explorer,50025,WHITE,9:00:00,12:00:00,"Thursday, January 11, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Jenny,Vancouver,2013,Ford,Camry,27710,GRAY,10:00:00,13:00:00,"Thursday, January 11, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",resha,Vancouver,2009,Volkswagen,Jetta,80011,BLUE,9:00:00,12:00:00,"Thursday, January 11, 2024",Lucas Clark,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Mike ,Vancouver,2017,Mercedes,S-Class,70421,GRAY,15:00:00,18:00:00,"Thursday, January 11, 2024",James Thompson,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",PAUL,Vancouver,2007,Nissan,Rogue,55784,BLACK,11:00:00,14:00:00,"Thursday, January 11, 2024",Henry Walker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Jeron,Vancouver,2001,Mercedes,Camaro,58294,BLACK,12:00:00,15:00:00,"Thursday, January 11, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",keval,Vancouver,2010,Subaru,Civic,44175,GRAY,12:00:00,15:00:00,"Thursday, January 11, 2024",Jack Scott,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",TARANPREET,Vancouver,2001,BMW,GLE,63122,BLACK,14:00:00,17:00:00,"Thursday, January 11, 2024",Liam Johnson,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",AUTHER,Vancouver,2011,Chevrolet,X3,58810,WHITE,12:00:00,15:00:00,"Thursday, January 11, 2024",Henry Walker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Kyle,Vancouver,2002,Hyundai,5 Series,87616,GOLD,15:00:00,18:00:00,"Thursday, January 11, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Henry,Toronto,2022,Toyota,F-150,72133,WHITE,8:00:00,11:00:00,"Friday, January 12, 2024",Liam Johnson,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Mohammed,Toronto,2004,Honda,Pilot,70116,BLACK,15:00:00,18:00:00,"Friday, January 12, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Zubair,Vancouver,2014,BMW,Impreza,37715,BLACK,9:00:00,12:00:00,"Friday, January 12, 2024",Henry Walker,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Huggo,Vancouver,2010,Nissan,RAV4,72706,BLACK,11:00:00,14:00:00,"Friday, January 12, 2024",Harper Wright,C,NEW PLATES,,,,
"Wednesday, January 24, 2024",Rahul,Vancouver,2006,BMW,5 Series,76372,BLUE,11:00:00,14:00:00,"Friday, January 12, 2024",Jack Scott,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",Aninia,Vancouver,2021,Subaru,Crosstrek,74709,BLACK,11:00:00,14:00:00,"Friday, January 12, 2024",Jack Scott,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",GURPREET,Vancouver,2017,Honda,Impreza,76866,BLACK,12:00:00,15:00:00,"Friday, January 12, 2024",Sebastian King,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",KHADIJA,Vancouver,2006,Honda,Highlander,26157,BLACK,12:00:00,15:00:00,"Friday, January 12, 2024",Lucas Clark,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",JORDAN,Alberta,2001,BMW,F-150,116204,BLUE,12:00:00,15:00:00,"Friday, January 12, 2024",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",sashi,Alberta,2023,Nissan,Altima,30494,SILVER,14:00:00,17:00:00,"Friday, January 12, 2024",Harper Wright,F,NEW PLATES,,,,
"Wednesday, January 24, 2024",HAIN ALTUK,Alberta,2023,BMW,5 Series,83459,GRAY,15:00:00,18:00:00,"Friday, January 12, 2024",Charlotte Adams,F,NEW PLATES,,,,
